,show_id,type,title,director,director_num,cast,cast_num,country,country_num,date_added,weekday_added,day_added,month_added,year_added,release_year,rating,duration,season,serial,listed_in,listed_in_num
409,70044686,Movie,Zodiac,David Fincher,1,"Mark Ruffalo, Jake Gyllenhaal, Robert Downey Jr., Anthony Edwards, Brian Cox, Elias Koteas, Donal Logue, John Carroll Lynch, Dermot Mulroney, Chloë Sevigny",10,United States,1,"November 20, 2019",Wednesday,20,11,2019,2007,R,158,0,0,"Cult Movies, Dramas, Thrillers",3
410,70044688,Movie,Lady in the Water,M. Night Shyamalan,1,"Paul Giamatti, Bryce Dallas Howard, Jeffrey Wright, Bob Balaban, Sarita Choudhury, Cindy Cheung, M. Night Shyamalan, Freddy Rodríguez, Bill Irwin, Mary Beth Hurt",10,United States,1,"July 1, 2019",Monday,1,7,2019,2006,PG-13,110,0,0,"Sci-Fi & Fantasy, Thrillers",2
411,70044689,Movie,The Departed,Martin Scorsese,1,"Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Anthony Anderson, Alec Baldwin, Kevin Corrigan",10,United States,1,"December 1, 2019",Sunday,1,12,2019,2006,R,151,0,0,"Dramas, Thrillers",2
412,70044693,Movie,World Trade Center,Oliver Stone,1,"Nicolas Cage, Michael Peña, Maggie Gyllenhaal, Maria Bello, Stephen Dorff, Jay Hernandez, Michael Shannon, Frank Whaley, Jon Bernthal, Morgan Flynn, Nick Damici, Viola Davis, William Mapother",13,United States,1,"November 20, 2019",Wednesday,20,11,2019,2006,PG-13,129,0,0,"Action & Adventure, Dramas",2
413,70044697,Movie,Poseidon,Wolfgang Petersen,1,"Josh Lucas, Kurt Russell, Jacinda Barrett, Richard Dreyfuss, Emmy Rossum, Mía Maestro, Mike Vogel, Kevin Dillon, Freddy Rodríguez",9,United States,1,"September 1, 2019",Sunday,1,9,2019,2006,PG-13,98,0,0,"Action & Adventure, Dramas",2
414,70044705,Movie,Code Name: The Cleaner,Les Mayfield,1,"Cedric the Entertainer, Lucy Liu, Nicollette Sheridan, Mark Dacascos, Callum Keith Rennie, DeRay Davis, Niecy Nash, Will Patton",8,United States,1,"November 1, 2019",Friday,1,11,2019,2007,PG-13,91,0,0,"Action & Adventure, Comedies",2
415,70044870,Movie,16 Blocks,Richard Donner,1,"Bruce Willis, Mos Def, David Morse, Jenna Stern, Cylk Cozart, Casey Sander, David Zayas, Robert Racki, Patrick Garrow, Sasha Roiz",10,"United States, Germany",2,"November 1, 2019",Friday,1,11,2019,2006,PG-13,102,0,0,Action & Adventure,1
416,70044883,Movie,Nacho Libre,Jared Hess,1,"Jack Black, Ana de la Reguera, Héctor Jiménez, Darius Rose, Moises Arias, Diego Eduardo Gomez, Carlos Maycotte, Richard Montoya, Cesar Gonzalez, Rafael Montalvo",10,"United States, Mexico",2,"November 1, 2019",Friday,1,11,2019,2006,PG,92,0,0,"Comedies, Sports Movies",2
417,70045274,Movie,Evan Almighty,Tom Shadyac,1,"Steve Carell, John Goodman, Molly Shannon, Lauren Graham, Graham Phillips, Johnny Simmons, Morgan Freeman, Wanda Sykes, John Michael Higgins, Jonah Hill, Jimmy Bennett",11,United States,1,"April 16, 2019",Tuesday,16,4,2019,2007,PG,96,0,0,"Children & Family Movies, Comedies, Faith & Spirituality",3
418,70045356,Movie,Jeff Dunham: Arguing with Myself,Manny Rodriguez,1,Jeff Dunham,1,United States,1,"March 15, 2019",Friday,15,3,2019,2006,NR,69,0,0,Stand-Up Comedy,1
419,70045644,Movie,Koi Aap Sa,Partho Mitra,1,"Aftab Shivdasani, Natassha, Dipannita Sharma, Himanshu Mallik, Vaidya Advai, Pushy Anand, Shama Deshpande, Rajendra Gupta",8,India,1,"May 31, 2019",Friday,31,5,2019,2006,TV-14,135,0,0,"Comedies, International Movies, Music & Musicals",3
420,70045863,Movie,Across the Universe,Julie Taymor,1,"Evan Rachel Wood, Jim Sturgess, Joe Anderson, Dana Fuchs, Martin Luther, James Urbaniak, T.V. Carpio, Spencer Liff",8,"United States, United Kingdom",2,"January 1, 2019",Tuesday,1,1,2019,2007,PG-13,133,0,0,"Dramas, Music & Musicals, Romantic Movies",3
421,70045866,Movie,Babel,Alejandro G. Iñárritu,1,"Brad Pitt, Cate Blanchett, Gael García Bernal, Koji Yakusho, Adriana Barraza, Rinko Kikuchi, Said Tarchani, Boubker Ait El Caid, Elle Fanning, Nathan Gamble, Mohamed Akhzam",11,"France, United States, Mexico",3,"January 1, 2019",Tuesday,1,1,2019,2006,R,143,0,0,"Dramas, Independent Movies",2
422,70045919,Movie,Æon Flux,Karyn Kusama,1,"Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances McDormand, Pete Postlethwaite, Amelia Warner, Caroline Chikezie, Nikolai Kinski, Paterson Joseph, Yangzom Brauen",11,United States,1,"February 1, 2018",Thursday,1,2,2018,2005,PG-13,93,0,0,"Action & Adventure, Sci-Fi & Fantasy",2
423,70046968,Movie,Cat on a Hot Tin Roof,Richard Brooks,1,"Elizabeth Taylor, Paul Newman, Burl Ives, Jack Carson, Judith Anderson, Madeleine Sherwood, Larry Gates, Vaughn Taylor",8,United States,1,"November 1, 2019",Friday,1,11,2019,1958,NR,108,0,0,"Classic Movies, Dramas",2
424,70047101,Movie,Spider-Man 3,Sam Raimi,1,"Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church, Topher Grace, Bryce Dallas Howard, Rosemary Harris, J.K. Simmons, James Cromwell, Theresa Russell, Dylan Baker, Bill Nunn, Bruce Campbell, Elizabeth Banks",14,United States,1,"November 1, 2019",Friday,1,11,2019,2007,PG-13,139,0,0,"Action & Adventure, Sci-Fi & Fantasy",2
425,70047320,Movie,Rang De Basanti,Rakeysh Omprakash Mehra,1,"Aamir Khan, Siddharth, Atul Kulkarni, Sharman Joshi, Kunal Kapoor, Alice Patten, Soha Ali Khan, Waheeda Rehman, Kiron Kher, Om Puri, Anupam Kher, Madhavan",12,India,1,"August 2, 2018",Thursday,2,8,2018,2006,TV-MA,159,0,0,"Dramas, International Movies",2
426,70048905,Movie,Iqbal,Nagesh Kukunoor,1,"Shreyas Talpade, Naseeruddin Shah, Girish Karnad, Shweta Prasad, Yatin Karyekar, Prateeksha Lonkar, Dilip Salgaonkar, Jyoti Joshi, Aadarsh Balakrishna, Gururaj Manepalli",10,India,1,"March 1, 2018",Thursday,1,3,2018,2006,TV-Y7,127,0,0,"Dramas, Independent Movies, International Movies",3
427,70048968,Movie,Getting Played,David Silberg,1,"Carmen Electra, Stacey Dash, Vivica A. Fox, Bill Bellamy, Kathy Najimy, Joe Torry, Dorian Gregory, Mindy Sterling, Joseph C. Phillips, Larry B. Scott, Michael Jai White, Sheryl Underwood, Earthquake",13,United States,1,"November 1, 2019",Friday,1,11,2019,2005,PG-13,85,0,0,"Comedies, Romantic Movies",2
428,70049619,Movie,Humko Deewana Kar Gaye,Raj Kanwar,1,"Akshay Kumar, Katrina Kaif, Bipasha Basu, Bhagyashree, Shernaz Patel, Vivek Shaq, Mahesh Thakur, Ranjeet, Nina Kulkarni, Puneet Issar, Anju Mahendru, Manoj Joshi, Anil Kapoor",13,India,1,"October 22, 2017",Sunday,22,10,2017,2006,TV-PG,149,0,0,"International Movies, Music & Musicals, Romantic Movies",3
429,70050507,Movie,Pan's Labyrinth,Guillermo del Toro,1,"Ivana Baquero, Sergi López, Maribel Verdú, Doug Jones, Ariadna Gil, Álex Angulo, Manolo Solo, César Vea, Roger Casamajor, Sergi Lopez",10,"Mexico, Spain",2,"January 1, 2020",Wednesday,1,1,2020,2006,R,119,0,0,"Dramas, International Movies, Sci-Fi & Fantasy",3
430,70050576,Movie,Lupin the 3rd: The Castle of Cagliostro: Special Edition,Hayao Miyazaki,1,"Yasuo Yamada, Kiyoshi Kobayashi, Eiko Masuyama, Makio Inoue, Goro Naya, Sumi Shimamoto, Taro Ishida, Kohei Miyauchi, Ichiro Nagai",9,Japan,1,"May 15, 2018",Tuesday,15,5,2018,1979,PG-13,100,0,0,"Action & Adventure, Anime Features, Classic Movies",3
431,70051671,Movie,Employee of the Month,Greg Coolidge,1,"Dane Cook, Jessica Simpson, Dax Shepard, Andy Dick, Tim Bagley, Brian George, Efren Ramirez, Marcello Thedford, Danny Woodburn, Harland Williams",10,United States,1,"March 31, 2019",Sunday,31,3,2019,2006,PG-13,108,0,0,"Comedies, Romantic Movies",2
432,70051840,Movie,Katha,Sai Paranjape,1,"Farooq Shaikh, Naseeruddin Shah, Deepti Naval, Veeni Paranjape Joglekar, Mallika Sarabhai, Arun Joglekar",6,India,1,"December 31, 2019",Tuesday,31,12,2019,1982,TV-PG,140,0,0,"Comedies, Dramas, Independent Movies",3
433,70052249,Movie,Chup Chup Ke,"Priyadarshan, Kookie V. Gulati",2,"Shahid Kapoor, Kareena Kapoor, Om Puri, Neha Dhupia, Sunil Shetty, Paresh Rawal, Rajpal Yadav, Shakti Kapoor",8,India,1,"November 1, 2018",Thursday,1,11,2018,2006,TV-14,158,0,0,"Comedies, Dramas, International Movies",3
434,70052286,Movie,Kicking and Screaming,Noah Baumbach,1,"Josh Hamilton, Olivia d'Abo, Carlos Jacott, Chris Eigeman, Eric Stoltz, Jason Wiles, Parker Posey, Cara Buono, Elliott Gould, Samuel Gould",10,United States,1,"November 4, 2019",Monday,4,11,2019,1995,R,97,0,0,"Comedies, Independent Movies, Romantic Movies",3
435,70052492,Movie,Inuyasha the Movie - L'isola del fuoco scarlatto,Toshiya Shinohara,1,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Ken Narita, Cho, Mamiko Noto, Nobutoshi Canna, Fumiko Orikasa, Richard Ian Cox, Moneca Stori",13,Japan,1,"September 1, 2017",Friday,1,9,2017,2004,NR,88,0,0,"Action & Adventure, Anime Features, International Movies",3
436,70053010,Movie,Bazaar,Sagar Sarhadi,1,"Farooq Shaikh, Smita Patil, Naseeruddin Shah, Bharat Kapoor, Supriya Pathak, Rita Rani Kaul, Malika",7,India,1,"December 31, 2019",Tuesday,31,12,2019,1982,TV-14,121,0,0,"Dramas, Independent Movies, International Movies",3
437,70053412,Movie,To and From New York,Sorin Dan Mihalcescu,1,"Barbara King, Shaana Diya, John Krisiukenas, Yoriko Haraguchi, David Crane, Chad Thomas",6,United States,1,"January 1, 2008",Tuesday,1,1,2008,2006,NR,81,0,0,"Dramas, Independent Movies, Thrillers",3
438,70053456,Movie,Unaccompanied Minors,Paul Feig,1,"Lewis Black, Wilmer Valderrama, Tyler James Williams, Gia Mantegna, Dyllan Christopher, Brett Kelly, Quinn Shephard, Paget Brewster, Rob Corddry, Dominique Saldaña",10,United States,1,"October 1, 2019",Tuesday,1,10,2019,2006,PG,90,0,0,"Children & Family Movies, Comedies",2
439,70053833,Movie,Black Snake Moan,Craig Brewer,1,"Samuel L. Jackson, Christina Ricci, Justin Timberlake, S. Epatha Merkerson, John Cothran, David Banner, Michael Raymond-James, Adriane Lenox, Kim Richards, Neimus K. Williams",10,United States,1,"November 20, 2019",Wednesday,20,11,2019,2007,R,116,0,0,"Dramas, Independent Movies",2
440,70053885,Movie,Katt Williams: Live,Alphonso J. Wesson,1,Katt Williams,1,United States,1,"July 19, 2018",Thursday,19,7,2018,2006,NR,85,0,0,Stand-Up Comedy,1
441,70054380,Movie,Golmaal: Fun Unlimited,Rohit Shetty,1,"Ajay Devgn, Tusshar Kapoor, Arshad Warsi, Sharman Joshi, Paresh Rawal, Rimi Sen, Sushmita Mukherjee, Vrajesh Hirjee",8,India,1,"December 31, 2019",Tuesday,31,12,2019,2006,TV-14,148,0,0,"Comedies, International Movies",2
442,70054723,Movie,Steal a Pencil for Me,Michèle Ohayon,1,"Jack Polak, Ina Soep",2,United States,1,"September 15, 2019",Sunday,15,9,2019,2006,TV-14,94,0,0,Documentaries,1
443,70055221,Movie,Solo Con Tu Pareja,Alfonso Cuarón,1,"Luis de Icaza, Dobrina Liubomirova, Isabel Benet, Claudia Fernandez, Luz María Jerez, Claudia Ramírez, Astrid Hadad, Toshiro Hisaki, Daniel Giménez Cacho, Carlos Nakasone, Ricardo Dalmacci, Nevil Wilton, John Keyser, Raúl Valerio, Monserrat Ontiveros, Daniel Gimenez Cacho",16,Mexico,1,"September 1, 2018",Saturday,1,9,2018,1991,NR,94,0,0,"Comedies, Independent Movies, International Movies",3
444,70055855,Movie,Anthony Kaun Hai?,Raj Kaushal,1,"Sanjay Dutt, Arshad Warsi, Minissha Lamba, Raghuvir Yadav, Anusha Dhandekar, Gulshan Grover, Ravi Baswani",7,India,1,"July 1, 2018",Sunday,1,7,2018,2006,TV-14,122,0,0,"Comedies, Dramas, International Movies",3
445,70056059,Movie,Khosla Ka Ghosla,Dibakar Banerjee,1,"Anupam Kher, Boman Irani, Parvin Dabas, Tara Sharma, Navin Nischol, Kiran Juneja, Ranvir Shorey, Vinod Nagpal, Vinay Pathak, Nitish Pandey",10,India,1,"August 2, 2018",Thursday,2,8,2018,2006,TV-14,124,0,0,"Comedies, Dramas, International Movies",3
446,70056425,Movie,The Lives of Others,Florian Henckel von Donnersmarck,1,"Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur, Thomas Thieme, Hans-Uwe Bauer, Volkmar Kleinert, Matthias Brenner, Charly Hübner",9,Germany,1,"March 15, 2019",Friday,15,3,2019,2006,R,138,0,0,"Dramas, International Movies, Thrillers",3
447,70056433,Movie,Mr. Woodcock,Craig Gillespie,1,"Billy Bob Thornton, Seann William Scott, Ethan Suplee, Melissa Sagemiller, Susan Sarandon, Melissa Leo, Bill Macy, Kurt Fuller, Amy Poehler",9,United States,1,"September 1, 2019",Sunday,1,9,2019,2007,PG-13,88,0,0,Comedies,1
448,70056441,Movie,Teenage Mutant Ninja Turtles,Kevin Munroe,1,"Chris Evans, Sarah Michelle Gellar, Mako Iwamatsu, Kevin Smith, Patrick Stewart, Zhang Ziyi, Laurence Fishburne, Mitchell Whitfield, James Arnold Taylor, Mikey Kelley, Nolan North",11,"Hong Kong, United States",2,"May 1, 2019",Wednesday,1,5,2019,2007,PG,87,0,0,"Children & Family Movies, Comedies",2
449,70056663,Movie,Katt Williams: The Pimp Chronicles: Pt. 1,Gary Binkow,1,"Katt Williams, Anthony Anderson",2,United States,1,"November 1, 2018",Thursday,1,11,2018,2006,TV-MA,45,0,0,Stand-Up Comedy,1
450,70056686,Movie,Pyaar Ke Side Effects,Saket Chaudhary,1,"Rahul Bose, Mallika Sherawat, Ranvir Shorey, Sharat Saxena, Aamir Bashir, Taraana Raja, Jas Arora, Suchitra Pillai, Sapna Bhavnani, Sophiya Chaudhary",10,India,1,"February 15, 2019",Friday,15,2,2019,2006,TV-14,120,0,0,"Comedies, International Movies, Romantic Movies",3
451,70056728,Movie,Ahista Ahista,Shivam Nair,1,"Abhay Deol, Soha Ali Khan, Shayan Munshi, Kamini Khanna, Sohrab Ardeshir, Murad Ali, Shakeel Khan, Natasha Sinha, Brijendra Kala",9,India,1,"December 31, 2019",Tuesday,31,12,2019,2006,TV-14,122,0,0,"Dramas, International Movies, Romantic Movies",3
452,70057519,Movie,Loving Annabelle,Katherine Brooks,1,"Erin Kelly, Diane Gaidry, Laura Breckenridge, Michelle Horn, Gustine Fudickar, Ilene Graff, Kevin McCarthy, Markus Flanagan",8,United States,1,"July 1, 2018",Sunday,1,7,2018,2006,TV-MA,77,0,0,"Dramas, Independent Movies, LGBTQ Movies",3
453,70057994,Movie,Maya Memsaab,Ketan Mehta,1,"Deepa Sahi, Farooq Shaikh, Raj Babbar, Shah Rukh Khan, Shreeram Lagoo, Sudha Shivpuri, Paresh Rawal, Raghuvir Yadav, Satyadev Dubey",9,"France, United Kingdom, India",3,"June 1, 2017",Thursday,1,6,2017,1993,NR,122,0,0,"Dramas, International Movies, Music & Musicals",3
454,70058016,Movie,Fracture,Gregory Hoblit,1,"Anthony Hopkins, Ryan Gosling, David Strathairn, Rosamund Pike, Embeth Davidtz, Billy Burke, Cliff Curtis, Fiona Shaw, Bob Gunton, Josh Stamberg",10,"United States, Germany",2,"April 1, 2019",Monday,1,4,2019,2007,R,113,0,0,"Dramas, Thrillers",2
455,70058017,Movie,No Reservations,Scott Hicks,1,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson, Jenny Wade, Bob Balaban, Brían F. O'Byrne, Lily Rabe",8,United States,1,"October 1, 2019",Tuesday,1,10,2019,2007,PG,104,0,0,"Comedies, Romantic Movies",2
456,70058019,Movie,Perfect Stranger,James Foley,1,"Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow, Gary Dourdan, Florencia Lozano, Nicki Aycox, Kathleen Chalfant, Gordon MacDonald, Daniella Van Graas",10,United States,1,"January 1, 2019",Tuesday,1,1,2019,2007,R,109,0,0,Thrillers,1
457,70058022,Movie,Hot Rod,Akiva Schaffer,1,"Andy Samberg, Jorma Taccone, Bill Hader, Danny McBride, Isla Fisher, Sissy Spacek, Ian McShane, Will Arnett, Chris Parnell, Chester Tam",10,United States,1,"November 20, 2019",Wednesday,20,11,2019,2007,PG-13,88,0,0,"Comedies, Sports Movies",2
458,70058023,Movie,Superbad,Greg Mottola,1,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Bill Hader, Seth Rogen, Martha MacIsaac, Emma Stone, Aviva Baumann, Joe Lo Truglio, Kevin Corrigan",10,United States,1,"September 1, 2019",Sunday,1,9,2019,2007,R,113,0,0,"Comedies, Cult Movies",2
459,70058024,Movie,Ocean's Thirteen,Steven Soderbergh,1,"George Clooney, Brad Pitt, Matt Damon, Andy Garcia, Don Cheadle, Bernie Mac, Ellen Barkin, Al Pacino, Casey Affleck, Scott Caan",10,United States,1,"October 1, 2019",Tuesday,1,10,2019,2007,PG-13,122,0,0,"Action & Adventure, Comedies",2
460,70058025,Movie,Surf's Up,"Ash Brannon, Chris Buck",2,"Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder, James Woods, Diedrich Bader, Mario Cantone, Kelly Slater, Rob Machado, Sal Masekela",10,United States,1,"October 1, 2019",Tuesday,1,10,2019,2007,PG,86,0,0,"Children & Family Movies, Comedies, Sports Movies",3
461,70058796,Movie,Sparkle,Sam O'Steen,1,"Tony King, Mary Alice, Irene Cara, Dorian Harewood, Paul Lambert, Beatrice Winde, Lonette McKee",7,United States,1,"November 1, 2019",Friday,1,11,2019,1976,PG,98,0,0,"Dramas, Music & Musicals",2
462,70059026,Movie,Don,Farhan Akhtar,1,"Shah Rukh Khan, Priyanka Chopra, Arjun Rampal, Isha Koppikar, Kareena Kapoor, Boman Irani, Om Puri, Pavan Malhotra",8,India,1,"December 15, 2019",Sunday,15,12,2019,2006,TV-MA,169,0,0,"Action & Adventure, International Movies",2
463,70059191,Movie,Legendary Weapons of China,Chia-Liang Liu,1,"Gordon Liu, Chia Yung Liu, Hou Hsiao, Chia-Liang Liu, Tiet Wo Chu, Sheng Fu, Kara Hui",7,Hong Kong,1,"August 16, 2018",Thursday,16,8,2018,1982,TV-14,101,0,0,"Action & Adventure, Cult Movies, International Movies",3
464,70059284,Movie,Shiva,Ram Gopal Varma,1,"Nagarjuna Akkineni, Amala, Rajendranath Zutshi, Raghuvaran, Paresh Rawal, Brij Gopal, J.D. Chakravarthi, Tanikella Bharani",8,India,1,"December 31, 2019",Tuesday,31,12,2019,1990,TV-MA,168,0,0,"Action & Adventure, Dramas, International Movies",3
465,70059328,Movie,Deadline: Sirf 24 Ghante,Tanveer Khan,1,"Irrfan Khan, Konkona Sen Sharma, Rajit Kapoor, Sandhya Mridul, Zakir Hussain, Rajeev Verma, Princey Shukla",7,India,1,"December 31, 2019",Tuesday,31,12,2019,2006,TV-14,97,0,0,"Independent Movies, International Movies, Thrillers",3
466,70059483,Movie,Bill Hicks: Relentless,Chris Bould,1,Bill Hicks,1,United Kingdom,1,"December 31, 2018",Monday,31,12,2018,1992,TV-MA,61,0,0,Stand-Up Comedy,1
467,70059700,Movie,Eddie Murphy: Delirious,Bruce Gowers,1,Eddie Murphy,1,United States,1,"April 15, 2018",Sunday,15,4,2018,1983,NR,69,0,0,Stand-Up Comedy,1
468,70060000,Movie,The Brave One,Neil Jordan,1,"Jodie Foster, Terrence Howard, Naveen Andrews, Carmen Ejogo, Nicky Katt, Mary Steenburgen, Lenny Venito, Zoë Kravitz, Jane Adams, Gordon MacDonald",10,United States,1,"November 1, 2019",Friday,1,11,2019,2007,R,122,0,0,"Dramas, Thrillers",2
469,70060005,Movie,Vantage Point,Pete Travis,1,"Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill, Edgar Ramírez, Saïd Taghmaoui, Ayelet Zurer, Zoe Saldana, Sigourney Weaver, William Hurt",10,United States,1,"November 1, 2019",Friday,1,11,2019,2008,PG-13,90,0,0,Action & Adventure,1
470,70060010,Movie,Bee Movie,"Steve Hickner, Simon J. Smith",2,"Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton, John Goodman, Chris Rock, Kathy Bates, Barry Levinson, Larry King, Ray Liotta",10,"United States, Australia",2,"January 1, 2017",Sunday,1,1,2017,2007,PG,92,0,0,"Children & Family Movies, Comedies",2
471,70060017,Movie,The Water Horse: Legend of the Deep,Jay Russell,1,"Emily Watson, Alex Etel, Ben Chaplin, David Morrissey, Brian Cox, Priyanka Xi, Marshall Napier, Joel Tobeck, Erroll Shand, Craig Hall",10,"New Zealand, United Kingdom, Australia",3,"November 1, 2018",Thursday,1,11,2018,2007,PG,112,0,0,Children & Family Movies,1
472,70060018,Movie,"10,000 B.C.",Roland Emmerich,1,"Steven Strait, Camilla Belle, Cliff Curtis, Joel Virgel, Affif Ben Badra, Mo Zinal, Nathanael Baring, Mona Hammond, Omar Sharif",9,"United States, South Africa",2,"June 1, 2019",Saturday,1,6,2019,2008,PG-13,109,0,0,Action & Adventure,1
473,70060380,Movie,A Dangerous Woman,Stephen Gyllenhaal,1,"Debra Winger, Barbara Hershey, Gabriel Byrne, Laurie Metcalf, John Terry, Maggie Gyllenhaal, Jake Gyllenhaal, Chloe Webb, David Strathairn",9,United States,1,"April 1, 2018",Sunday,1,4,2018,1993,R,101,0,0,"Dramas, Romantic Movies",2
474,70060865,Movie,The Wedding Curse,Chito S. Roño,1,"Kris Aquino, Claudine Barretto, Boots Anson-Roa, Glaiza De Castro, Jhong Hilario, Liza Lorena, Bernard Palanca, Wendell Ramos, Maja Salvador, Ronaldo Valdez",10,Philippines,1,"March 21, 2019",Thursday,21,3,2019,2006,TV-PG,101,0,0,"Horror Movies, International Movies",2
475,70061480,Movie,War,Philip G. Atwell,1,"Jet Li, Jason Statham, John Lone, Devon Aoki, Luis Guzmán, Saul Rubinek, Sung Kang, Mathew St. Patrick, Nadine Velazquez, Andrea Roth, Mark Cheng, Kane Kosugi, Ryo Ishibashi, Steph Song",14,"United States, Canada",2,"April 1, 2019",Monday,1,4,2019,2007,R,103,0,0,Action & Adventure,1
476,70061763,Movie,The Dukes of Hazzard: The Beginning,Robert Berlinger,1,"Randy Wayne, Jonathan Bennett, Joel David Moore, Willie Nelson, April Scott, Harland Williams, Christopher McDonald, Hal Williams, Sherilyn Fenn, Gary Cole",10,United States,1,"January 1, 2020",Wednesday,1,1,2020,2007,R,95,0,0,"Action & Adventure, Comedies",2
477,70062158,Movie,Namastey London,Vipul Amrutlal Shah,1,"Akshay Kumar, Katrina Kaif, Rishi Kapoor, Upen Patel, Javed Sheikh, Nina Wadia, Clive Standen, Tiffany Mulheron",8,India,1,"July 1, 2018",Sunday,1,7,2018,2007,TV-PG,130,0,0,"Dramas, International Movies, Romantic Movies",3
478,70062701,Movie,Bhagam Bhag,Priyadarshan,1,"Akshay Kumar, Govinda, Lara Dutta, Paresh Rawal, Rajpal Yadav, Jackie Shroff, Arbaaz Khan, Tanushree Dutta, Asrani, Shakti Kapoor",10,India,1,"December 31, 2019",Tuesday,31,12,2019,2006,TV-14,151,0,0,"Comedies, International Movies, Romantic Movies",3
479,70062814,Movie,Shutter,"Banjong Pisanthanakun, Parkpoom Wongpoom",2,"Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool, Titikarn Tongprasearth, Sivagorn Muttamara, Chachchaya Chalemphol, Kachormsak Naruepatr",8,Thailand,1,"September 5, 2018",Wednesday,5,9,2018,2004,TV-MA,96,0,0,"Horror Movies, International Movies",2
480,70063017,Movie,Guru,Mani Ratnam,1,"Abhishek Bachchan, Mithun Chakraborty, Aishwarya Rai Bachchan, Madhavan, Vidya Balan, Roshan Seth, Arya Babbar, Sachin Khedekar, Dhritiman Chatterjee, Manoj Joshi",10,India,1,"March 1, 2018",Thursday,1,3,2018,2007,TV-14,155,0,0,"Dramas, International Movies",2
481,70063484,Movie,The Secret,Drew Heriot,1,,,"Australia, United States",2,"December 7, 2017",Thursday,7,12,2017,2006,TV-PG,91,0,0,"Documentaries, Faith & Spirituality",2
482,70063591,Movie,Penelope,Mark Palansky,1,"Christina Ricci, James McAvoy, Catherine O'Hara, Peter Dinklage, Simon Woods",5,"United Kingdom, United States",2,"April 1, 2019",Monday,1,4,2019,2006,PG,89,0,0,"Children & Family Movies, Comedies, Romantic Movies",3
483,70064205,Movie,Anwar,Manish Jha,1,"Siddharth Koirala, Nauheed Cyrusi, Manisha Koirala, Rajpal Yadav, Yashpal Sharma, Vijay Raaz, Hiten Tejwani, Sudhir Pandey, Sanjay Mishra, Lalit Tiwari",10,India,1,"December 31, 2019",Tuesday,31,12,2019,2007,TV-14,134,0,0,"Dramas, Independent Movies, International Movies",3
484,70065096,Movie,Hairspray,Adam Shankman,1,"Nikki Blonsky, John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes, James Marsden, Queen Latifah, Zac Efron, Brittany Snow, Allison Janney, Elijah Kelley, Jerry Stiller",12,"United States, United Kingdom, Canada",3,"January 1, 2020",Wednesday,1,1,2020,2007,PG,116,0,0,"Children & Family Movies, Comedies, Music & Musicals",3
485,70065107,Movie,Becoming Jane,Julian Jarrold,1,"Anne Hathaway, James McAvoy, Julie Walters, James Cromwell, Maggie Smith, Laurence Fox, Ian Richardson",7,"United Kingdom, Ireland",2,"January 12, 2019",Saturday,12,1,2019,2007,PG-13,121,0,0,"Dramas, Romantic Movies",2
486,70065112,Movie,Good Luck Chuck,Mark Helfrich,1,"Dane Cook, Jessica Alba, Dan Fogler, Ellia English, Sasha Pieterse, Annie Wood, Lonny Ross, Chelan Simmons, Simone Bailly, Jodelle Ferland, Crystal Lowe, Troy Gentile, Georgia Craig, Michelle Harrison, Chiara Zanni",15,"United States, Canada",2,"October 1, 2019",Tuesday,1,10,2019,2007,UR,99,0,0,"Comedies, Romantic Movies",2
487,70065255,Movie,Traffic Signal,Madhur Bhandarkar,1,"Kunal Khemu, Neetu Chandra, Konkona Sen Sharma, Upendra Limaye, Ranvir Shorey, Sudhir Mishra, Nassar Abdulla, Manoj Joshi",8,India,1,"December 31, 2019",Tuesday,31,12,2019,2007,TV-MA,130,0,0,"Dramas, Independent Movies, International Movies",3
488,70065769,Movie,Shararat,Gurudev Bhalla,1,"Abhishek Bachchan, Hrishitaa Bhatt, Amrish Puri, Mohnish Bahl, Helen, Om Puri, Ashish Vidyarthi, A.K. Hangal, Tinnu Anand, Daisy Irani, Dara Singh, Viju Khote, Shubha Khote",13,India,1,"March 1, 2018",Thursday,1,3,2018,2002,TV-PG,148,0,0,"Comedies, International Movies, Music & Musicals",3
