show_id,type,title,director,director_num,cast,cast_num,country,country_num,date_added,weekday_added,day_added,month_added,year_added,release_year,rating,duration,season,serial,listed_in,listed_in_num
70300800,TV Show,BoJack Horseman,,,"Will Arnett, Aaron Paul, Amy Sedaris, Alison Brie, Paul F. Tompkins",5,United States,1,"October 25, 2019",Friday,25,10,2019,2019,TV-MA,,6,1,TV Comedies,1
70301529,TV Show,Horrid Henry,,,"Lizzie Waterworth, Joanna Ruiz, Emma Tate, Sue Elliot Nicholls, Tamsin Heatley, Wayne Forester, Aidan Cook, Stephanie Anne Mills, David Holt",9,United Kingdom,1,"January 11, 2019",Friday,11,1,2019,2019,TV-G,,2,1,"British TV Shows, Kids' TV, TV Comedies",3
70301553,TV Show,Rake,,,"Richard Roxburgh, Matt Day, Adrienne Pickering, Russell Dykstra, Danielle Cormack, Caroline Brazier, Geoff Morrell, Kate Box, Keegan Joyce, Damien Garvey",10,Australia,1,"October 16, 2018",Tuesday,16,10,2018,2018,NR,,5,1,"Crime TV Shows, International TV Shows, TV Comedies",3
70301578,TV Show,Knights of Sidonia,,,"Ryota Osaka, Aya Suzaki, Aki Toyosaki, Takahiro Sakurai, Hisako Kanemoto, Eri Kitamura, Sayaka Ohara, Tomohiro Tsuboi, Takehito Koyasu, Satomi Arai, Atsuko Tanaka, Nanako Mori, Takako Honda, Kohsuke Toriumi, Ayane Sakura, Osamu Saka",16,Japan,1,"December 1, 2019",Sunday,1,12,2019,2015,TV-MA,,2,1,"Anime Series, International TV Shows",2
70302007,TV Show,TURN: Washington's Spies,,,"Jamie Bell, Seth Numrich, Daniel Henshall, Heather Lind, Meegan Warner, Kevin McNally, Burn Gorman, Angus Macfadyen, JJ Feild, Samuel Roukin",10,United States,1,"December 1, 2017",Friday,1,12,2017,2017,TV-14,,4,1,TV Dramas,1
70302182,TV Show,Halt and Catch Fire,,,"Lee Pace, Scoot McNairy, Mackenzie Davis, Kerry Bishé, Toby Huss, Aleksa Palladino, David Wilson Barnes, Morgan Hinkleman, James Cromwell, Manish Dayal, Annabeth Gish",11,United States,1,"December 14, 2017",Thursday,14,12,2017,2017,TV-14,,4,1,TV Dramas,1
70302184,Movie,From One Second to the Next,Werner Herzog,1,,,United States,1,"April 15, 2014",Tuesday,15,4,2014,2013,NR,35,0,0,Documentaries,1
70302480,Movie,Iliza Shlesinger: Freezing Hot,,,Iliza Shlesinger,1,,,"January 23, 2015",Friday,23,1,2015,2015,TV-MA,72,0,0,Stand-Up Comedy,1
70302484,TV Show,Broadchurch,,,"David Tennant, Olivia Colman, Andrew Buchan, Jodie Whittaker, Arthur Darvill, Jonathan Bailey, Carolyn Pickles, Adam Wilson, Charlotte Beaumont, Simone McAullay, Tanya Franks, Pauline Quirke, Phoebe Waller-Bridge, Marianne Jean-Baptiste, Charlotte Rampling, Eve Myles, James D'Arcy, Susan Brown, Vicky McClure, Will Mellor, David Bradley",21,United Kingdom,1,"November 27, 2017",Monday,27,11,2017,2017,TV-14,,3,1,"British TV Shows, Crime TV Shows, International TV Shows",3
70302572,TV Show,Puella Magi Madoka Magica,,,"Aoi Yuki, Chiwa Saito, Kaori Mizuhashi, Eri Kitamura, Emiri Kato, Ai Nonaka",6,Japan,1,"June 15, 2019",Saturday,15,6,2019,2011,TV-14,,1,1,"Anime Series, International TV Shows",2
70302573,TV Show,Sword Art Online,,,"Yoshitsugu Matsuoka, Haruka Tomatsu, Ayana Taketatsu, Kanae Ito, Rina Hidaka, Ayahi Takagaki, Hiroaki Hirata, Hiroki Yasumoto, Saori Hayami, Koichi Yamadera",10,Japan,1,"September 10, 2019",Tuesday,10,9,2019,2014,TV-14,,2,1,"Anime Series, International TV Shows",2
70302614,TV Show,Mia and Me,,,"Rosabell Laurenti Sellers, Adrian Moore, Saphia Stoney, Josephine Benini, Andrew Craig, Tajja Isen, Rod Wilson, Linda Ballantyne, Jonathan Wilson, Elizabeth Hanna, Norma Dell'Agnese",11,"Netherlands, Germany, Italy, Canada",4,"January 1, 2020",Wednesday,1,1,2020,2015,TV-Y,,2,1,Kids' TV,1
70303287,TV Show,Autumn's Concerto,,,"Ady An, Vanness Wu, Ann Hsu, Chris Wu, Xiao Xiao Bin",5,Taiwan,1,"August 1, 2016",Monday,1,8,2016,2009,TV-14,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
70303288,TV Show,Easy Fortune Happy Life,,,"Lan Cheng-lung, Joe Chen, Roy Chiu, Jocelyn Wang, Chieh-kai Shiou, Ting Chiang, Wang Chuan",7,Taiwan,1,"September 1, 2016",Thursday,1,9,2016,2009,TV-14,,1,1,"International TV Shows, Romantic TV Shows, TV Comedies",3
70303289,TV Show,The Fierce Wife,,,"Sonia Sui, James Wen, Amanda Chu, Chris Wang, Karen Ying-Chen Hu, Patrick Lee, Janel Tsai, Li-li Pan, Fu Lei",9,Taiwan,1,"September 1, 2016",Thursday,1,9,2016,2010,TV-14,,1,1,"International TV Shows, Romantic TV Shows, TV Dramas",3
70303291,TV Show,Love Now,,,"Annie Chen, George Hu, Bobby Dou, Vivi Lee, Harry Chang, Esther Yang, Mandy Wei",7,Taiwan,1,"November 1, 2016",Tuesday,1,11,2016,2012,TV-14,,1,1,"International TV Shows, Romantic TV Shows, TV Comedies",3
70304244,TV Show,The Great Train Robbery,,,"Luke Evans, Jim Broadbent, Paul Anderson, Martin Compston, Neil Maskell, Jack Roth, George Costigan, Robert Glenister, Nick Moran, Tim Pigott-Smith, James Fox, James Wilby, Jack Gordon, Nicholas Murchie, Del Synnott, Richard Hope, John Salthouse",17,United Kingdom,1,"March 31, 2017",Friday,31,3,2017,2013,NR,,1,1,"British TV Shows, Crime TV Shows, International TV Shows",3
70304245,TV Show,From Dusk Till Dawn,,,"D.J. Cotrona, Zane Holtz, Eiza Gonzalez, Jesse Garcia, Madison Davenport, Brandon Soo Hoo, Wilmer Valderrama, Robert Patrick, Jake Busey, Samantha Esteban, Don Johnson",11,United States,1,"December 5, 2016",Monday,5,12,2016,2016,TV-MA,,3,1,"Classic & Cult TV, TV Action & Adventure, TV Horror",3
70304246,TV Show,Eastsiders,,,"Kit Williamson, Van Hansis, Constance Wu, Matthew McKelligon, John Halbach, Stephen Guarino",6,United States,1,"December 1, 2019",Sunday,1,12,2019,2018,TV-MA,,4,1,"TV Comedies, TV Dramas",2
70304252,TV Show,Blue Exorcist,,,"Nobuhiko Okamoto, Jun Fukuyama, Kana Hanazawa, Kazuya Nakai, Koji Yusa, Yuki Kaji, Eri Kitamura, Ayahi Takagaki, Rina Satou, Daisuke Ono, Ryotaro Okiayu, Tetsuya Kakihara, Hiroshi Kamiya, Keiji Fujiwara, Hiroaki Hirata, Jin Urayama, Katsuyuki Konishi, Kisho Taniyama, M・A・O, Kazuhiro Yamaji, Hideyuki Tanaka, Masaki Terasoma, Naomi Shindo",23,Japan,1,"August 16, 2019",Friday,16,8,2019,2011,TV-14,,1,1,"Anime Series, International TV Shows",2
70304256,TV Show,Fate/Zero,,,"Rikiya Koyama, Ayako Kawasumi, Sayaka Ohara, Sho Hayami, Tomokazu Seki, Jouji Nakata, Akina Abe, Takumi Yamasaki, Hikaru Midorikawa, Daisuke Namikawa",10,Japan,1,"June 15, 2019",Saturday,15,6,2019,2012,TV-MA,,2,1,"Anime Series, International TV Shows",2
70304298,Movie,Silent,"Limbert Fabian, Brandon Oldenburg",2,,,United States,1,"June 4, 2019",Tuesday,4,6,2019,2014,TV-Y7,3,0,0,"Children & Family Movies, Sci-Fi & Fantasy",2
70304718,TV Show,Lego Friends,,,"Elisa Schnebelie, Raquel Christiana, Lucia Vecchio, Karen Strassman, Michelle Ruff, Sam Riegel",6,,,"February 1, 2019",Friday,1,2,2019,2017,TV-G,,3,1,Kids' TV,1
70304979,TV Show,Anthony Bourdain: Parts Unknown,,,Anthony Bourdain,1,United States,1,,,,,,2018,TV-PG,,5,1,Docuseries,1
70305043,TV Show,Hinterland,,,"Richard Harrington, Mali Harries, Hannah Daniel, Alex Harries, Aneirin Hughes, Daniel Rochford",6,United Kingdom,1,"August 1, 2017",Tuesday,1,8,2017,2016,TV-14,,3,1,"British TV Shows, Crime TV Shows, International TV Shows",3
70305217,TV Show,Kill la Kill,,,"Ami Koshimizu, Toshihiko Seki, Ryoka Yuzuki, Aya Suzaki, Shinichiro Miki, Tetsu Inada, Nobuyuki Hiyama, Mayumi Shintani, Hiroyuki Yoshino, Romi Park",10,Japan,1,"June 15, 2019",Saturday,15,6,2019,2014,TV-MA,,1,1,"Anime Series, International TV Shows",2
70305883,TV Show,Marco Polo,,,"Lorenzo Richelmy, Benedict Wong, Chin Han, Joan Chen, Michelle Yeoh, Rick Yune, Claudia Kim, Remy Hii, Zhu Zhu, Tom Wu, Mahesh Jadu, Olivia Cheng, Uli Latukefu, Pierfrancesco Favino, Jacqueline Chan, Leonard Wu, Gabriel Byrne",17,United States,1,"July 1, 2016",Friday,1,7,2016,2016,TV-MA,,2,1,"TV Action & Adventure, TV Dramas",2
70308063,Movie,"What Happened, Miss Simone?",Liz Garbus,1,,,United States,1,"June 26, 2015",Friday,26,6,2015,2015,NR,103,0,0,"Documentaries, Music & Musicals",2
70308105,TV Show,Grand Hotel,,,"Yon González, Amaia Salamanca, Adriana Ozores, Pedro Alonso, Concha Velasco, Llorenç González, Pep Anton Muñoz, Eloy Azorín, Fele Martínez, Luz Valdenebro, Marta Larralde, Antonio Reyes, Iván Morales, Dion Córdoba, Raquel Sierra",15,Spain,1,"November 1, 2017",Wednesday,1,11,2017,2013,TV-PG,,3,1,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",3
70308794,TV Show,What's New Scooby-Doo?,,,"Frank Welker, Casey Kasem, Mindy Cohn, Grey DeLisle",4,United States,1,"December 15, 2019",Sunday,15,12,2019,2005,TV-Y7,,3,1,"Kids' TV, TV Comedies",2
70309457,TV Show,Vampire Knight,,,"Daisuke Kishio, Ezra Weisz, Mamoru Miyano, Vic Mignogna, Yui Horie, Mela Lee, Risa Mizuno, Stephanie Sheh, Junichi Suwabe, Troy Baker, Jun Fukuyama, Bryce Papenbrook, Mai Nakahara, Laura Bailey, Soichiro Hoshi, Steve Staley, Susumu Chiba, Spike Spencer, Hiroki Yasumoto, Travis Willingham, Fumiko Orikasa, Wendee Lee",22,Japan,1,"October 15, 2016",Saturday,15,10,2016,2008,TV-14,,2,1,"Anime Series, International TV Shows, Romantic TV Shows",3
80000063,TV Show,Red vs. Blue,,,"Burnie Burns, Jason Saldaña, Gustavo Sorola, Geoff Lazer Ramsey, Joel Heyman, Matt Hullum, Dan Godwin, Kathleen Zuelch, Yomary Cruz, Nathan Zellner",10,United States,1,,,,,,2015,NR,,13,1,"TV Action & Adventure, TV Comedies, TV Sci-Fi & Fantasy",3
80000139,TV Show,Pac-Man and the Ghostly Adventures,,,"Erin Mathews, Sam Vincent, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond, Lee Tockar, Matt Hill",8,"United States, Japan, Canada",3,"June 20, 2017",Tuesday,20,6,2017,2014,TV-Y7,,2,1,"Kids' TV, TV Comedies",2
80000770,TV Show,Making a Murderer,,,,,United States,1,"October 19, 2018",Friday,19,10,2018,2018,TV-14,,2,1,"Crime TV Shows, Docuseries",2
80001101,TV Show,Doomsday Preppers,,,Michael Izquierdo,1,United States,1,"March 1, 2019",Friday,1,3,2019,2013,TV-14,,1,1,"Reality TV, Science & Nature TV",2
80002311,TV Show,Marvel's Jessica Jones,,,"Krysten Ritter, David Tennant, Rachael Taylor, Mike Colter, Carrie-Anne Moss, Eka Darville, Erin Moriarty, Wil Traval, Susie Abromeit",9,United States,1,"June 14, 2019",Friday,14,6,2019,2019,TV-MA,,3,1,"Crime TV Shows, TV Action & Adventure, TV Dramas",3
80002479,TV Show,Peaky Blinders,,,"Cillian Murphy, Sam Neill, Helen McCrory, Paul Anderson, Iddo Goldberg, Annabelle Wallis, Sophie Rundle, Tom Hardy, Joe Cole, Ned Dennehy, Andy Nyman, Charlie Creed-Miles, Charlotte Riley, David Dawson, Jeffrey Postlethwaite, Matthew Postlethwaite, Ian Peck, Tony Pitts, Aidan Gillen, Adrien Brody, Charlie Murphy, Aimee-Ffion Edwards",22,United Kingdom,1,"October 4, 2019",Friday,4,10,2019,2019,TV-MA,,5,1,"British TV Shows, Crime TV Shows, International TV Shows",3
80002537,TV Show,Marvel's Luke Cage,,,"Mike Colter, Alfre Woodard, Rosario Dawson, Simone Missick, Mahershala Ali, Erik LaRay Harvey, Theo Rossi, Frank Whaley, Frankie Faison, Sonia Braga, Ron Cephas Jones",11,United States,1,"June 22, 2018",Friday,22,6,2018,2018,TV-MA,,2,1,"Crime TV Shows, TV Action & Adventure, TV Dramas",3
80002566,TV Show,Marvel's The Defenders,,,"Charlie Cox, Krysten Ritter, Mike Colter, Finn Jones, Sigourney Weaver, Elodie Yung, Elden Henson, Jessica Henwick, Simone Missick, Rachael Taylor, Deborah Ann Woll, Rosario Dawson, Carrie-Anne Moss, Eka Darville, Scott Glenn",15,United States,1,"August 18, 2017",Friday,18,8,2017,2017,TV-MA,,1,1,"Crime TV Shows, TV Action & Adventure, TV Dramas",3
80002612,TV Show,Marvel's Iron Fist,,,"Finn Jones, Jessica Henwick, David Wenham, Jessica Stroup, Tom Pelphrey",5,United States,1,"September 7, 2018",Friday,7,9,2018,2018,TV-MA,,2,1,"Crime TV Shows, TV Action & Adventure, TV Dramas",3
80002999,TV Show,The Code,,,"Dan Spielman, Ashley Zukerman, Adele Perovic, Adam Garcia, Chelsie Preston Crayford, Paul Tassone, Dan Wyllie, Lucy Lawless, Aden Young, David Wenham",10,Australia,1,"October 1, 2017",Sunday,1,10,2017,2014,TV-MA,,1,1,"Crime TV Shows, International TV Shows, TV Dramas",3
80003149,TV Show,Nazi Mega Weapons,,,,,United States,1,"March 1, 2017",Wednesday,1,3,2017,2016,TV-PG,,3,1,Docuseries,1
80003196,TV Show,Wakfu,,,"Fanny Bloc, Jules De Jongh, Patrick Béthune, Hugo Chandor, Thierry Mercier, Matthew Géczy, Benjamin Pascal, Arthur Bostrom, Geneviève Doang, Adeline Chetail, Jessica Bell, Thomas Guitard, Ross Grant, Gérard Surugue, Kier Stewart, Benoît Allemane, Bruno Magne",17,France,1,"April 6, 2018",Friday,6,4,2018,2017,TV-Y7-FV,,3,1,Kids' TV,1
80003477,TV Show,K-On!,,,"Aki Toyosaki, Ayana Taketatsu, Chika Fujito, Madoka Yonezawa, Minako Kotobuki, Satomi Sato, Yoko Hikasa",7,Japan,1,"November 15, 2019",Friday,15,11,2019,2010,TV-PG,,2,1,"Anime Series, Teen TV Shows",2
80004462,TV Show,Being Mary Jane: The Series,,,"Gabrielle Union, Lisa Vidal, Margaret Avery, Omari Hardwick, Latarsha Rose, Aaron D. Spears, B.J. Britt, Raven Goodwin, Richard Roundtree",9,United States,1,"July 1, 2017",Saturday,1,7,2017,2016,TV-14,,4,1,"Romantic TV Shows, TV Dramas",2
80005444,Movie,Print the Legend,"Luis Lopez, Clay Tweel",2,,,United States,1,"September 26, 2014",Friday,26,9,2014,2014,TV-14,100,0,0,Documentaries,1
80005588,TV Show,Life Story,,,David Attenborough,1,United Kingdom,1,"June 20, 2016",Monday,20,6,2016,2014,TV-14,,1,1,"British TV Shows, Docuseries, Science & Nature TV",3
80005756,TV Show,The Adventures of Figaro Pho,,,"Luke Jurevicius, Craig Behenna, Charlotte Hamlyn, Stavroula Mountzouris, Aletheia Burney",5,Australia,1,,,,,,2015,TV-Y7,,2,1,"Kids' TV, TV Comedies",2
80005772,TV Show,Rabbids Invasion,,,"Damien Laquet, David Gasman, Barbara Scaff",3,France,1,"July 1, 2019",Monday,1,7,2019,2018,TV-Y7,,1,1,"Kids' TV, TV Comedies",2
80006149,TV Show,The Devil Is a Part-Timer!,,,"Ryota Osaka, Yoko Hikasa, Nao Toyama, Yuki Ono, Hiro Shimono, Kanae Ito, Josh Grelle, Felecia Angelle, Anthony Bowling, R. Bruce Elliott, Tia Lynn Ballard, Aaron Dismuke",12,Japan,1,"April 1, 2019",Monday,1,4,2019,2013,TV-14,,1,1,Anime Series,1
80006168,Movie,Santa Pac's Merry Berry Day,Moto Sakakibara,1,"Erin Mathews, Sam Vincent, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond, Lee Tockar, Matt Hill, Richard Newman",9,,,"November 1, 2016",Tuesday,1,11,2016,2016,TV-Y7,44,0,0,Movies,1
80006232,Movie,Pac's Scary Halloween,,,"Erin Mathews, Sam Vincent, Andrea Libman, Ashleigh Ball, Ian James Corlett, Brian Drummond, Lee Tockar, Matt Hill",8,,,"October 1, 2016",Saturday,1,10,2016,2016,TV-Y7,44,0,0,Movies,1
80007215,Movie,Stop at Nothing: The Lance Armstrong Story,Alex Holmes,1,,,"Australia, United Kingdom, United States, New Zealand, Italy, France",6,"February 15, 2015",Sunday,15,2,2015,2014,NR,100,0,0,"Documentaries, International Movies, Sports Movies",3
80007225,TV Show,Happy Valley,,,"Sarah Lancashire, Siobhan Finneran, Charlie Murphy, James Norton, George Costigan, Karl Davies, Shane Zaza, Steve Pemberton, Joe Armstrong, Adam Long, Rick Warden, Rhys Connah, Katherine Kelly",13,United Kingdom,1,"March 16, 2016",Wednesday,16,3,2016,2016,TV-MA,,2,1,"British TV Shows, Crime TV Shows, International TV Shows",3
80007912,TV Show,Dinosaur King,,,"Megumi Matsumoto, Matsuri Mizuguchi, Tomoko Kobashi, Asuka Tanii, Seiko Tamura, Veronica Taylor, Sebastian Arcelus, Kether Donohue, Rachael Lillis, Madeleine Blaustein",10,Japan,1,"June 2, 2018",Saturday,2,6,2018,2008,TV-Y7-FV,,2,1,"Anime Series, Kids' TV",2
80007945,TV Show,Chef's Table,,,,,United States,1,"February 22, 2019",Friday,22,2,2019,2019,TV-MA,,6,1,"Docuseries, Reality TV",2
80008257,TV Show,Power Rangers Super Megaforce,,,"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Geoff Dolan, Shailesh Prajapati, Ian Harcourt, Estevez Gillespie, Jason Hood",10,United States,1,"January 1, 2016",Friday,1,1,2016,2014,TV-Y7,,1,1,Kids' TV,1
80008434,TV Show,Z Nation,,,"Nat Zang, Russell Hodgkinson, Michael Welch, Anastasia Baranova, Kellita Smith, DJ Qualls, Keith Allan, Pisay Pao",8,United States,1,"January 27, 2019",Sunday,27,1,2019,2018,TV-14,,5,1,"TV Action & Adventure, TV Comedies, TV Horror",3
80008583,TV Show,Larva,,,,,Russia,1,"February 1, 2016",Monday,1,2,2016,2015,TV-G,,3,1,"Kids' TV, Korean TV Shows, TV Comedies",3
80009097,TV Show,Magi: The Labyrinth of Magic,,,"Kaori Ishihara, Yuki Kaji, Haruka Tomatsu, Daisuke Ono, Ryohei Kimura, Yoshimasa Hosoya, Takahiro Sakurai, Showtaro Morikubo, Yui Horie, Tomokazu Sugita",10,Japan,1,"June 21, 2019",Friday,21,6,2019,2013,TV-14,,2,1,"Anime Series, International TV Shows",2
80009361,TV Show,The Irregular at Magic High School,,,"Yuichi Nakamura, Saori Hayami, Yumi Uchiyama, Takuma Terashima, Satomi Sato, Atsushi Tamaru, Sora Amamiya, Yuiko Tatsumi, Marina Inoue, Ryohei Kimura, Junichi Suwabe, Kana Hanazawa, Mai Nakahara, Saki Ogasawara, Haruka Tomatsu, Tomokazu Sugita, Yoshitsugu Matsuoka, Ayumu Murase",18,Japan,1,"November 15, 2017",Wednesday,15,11,2017,2014,NR,,1,1,"Anime Series, International TV Shows, Teen TV Shows",3
80009431,Movie,Virunga,Orlando von Einsiedel,1,,,"United Kingdom,",2,"November 7, 2014",Friday,7,11,2014,2014,TV-MA,100,0,0,"Documentaries, International Movies",2
80010655,TV Show,Bloodline,,,"Kyle Chandler, Ben Mendelsohn, Sissy Spacek, Linda Cardellini, Norbert Leo Butz, Jacinda Barrett, Jamie McShane, John Leguizamo, Enrique Murciano, Sam Shepard, Chloë Sevigny, Andrea Riseborough, Beau Bridges, Taylor Rouviere, Owen Teague, Brandon Larracuente",16,United States,1,"May 26, 2017",Friday,26,5,2017,2017,TV-MA,,3,1,"TV Dramas, TV Mysteries, TV Thrillers",3
80010778,TV Show,Documentary Now!,,,"Fred Armisen, Bill Hader, Helen Mirren",3,United States,1,"June 3, 2019",Monday,3,6,2019,2019,TV-14,,3,1,TV Comedies,1
80011206,TV Show,Zoo,,,"James Wolk, Kristen Connolly, Nonso Anozie, Nora Arnezeder, Billy Burke, Carl Lumbly, Alyssa Diaz, Josh Salatin",8,United States,1,"October 3, 2017",Tuesday,3,10,2017,2017,TV-14,,3,1,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy",3
80011539,TV Show,VeggieTales in the House,,,"Phil Vischer, Mike Nawrocki, Rob Paulsen, Tress MacNeille",4,United States,1,"September 23, 2016",Friday,23,9,2016,2016,TV-Y,,4,1,Kids' TV,1
80012550,TV Show,The Curse of Oak Island,,,Robert Clotworthy,1,United States,1,"September 15, 2019",Sunday,15,9,2019,2014,TV-PG,,1,1,Docuseries,1
80013249,TV Show,Wentworth,,,"Danielle Cormack, Nicole da Silva, Kate Atkinson, Celia Ireland, Shareena Clanton, Aaron Jeffery, Robbie Magasiva, Katrina Milosevic, Jacqueline Brennan, Ra Chapman, Pamela Rabe, Sigrid Thornton, Socratis Otto, Bernard Curry, Tammy MacIntosh, Kate Jenkinson",16,Australia,1,"August 1, 2019",Thursday,1,8,2019,2019,NR,,7,1,"Crime TV Shows, TV Dramas",2
80013283,TV Show,Ken Burns: The Roosevelts: An Intimate History,Ken Burns,1,,,United States,1,"February 22, 2017",Wednesday,22,2,2017,2014,TV-PG,,1,1,Docuseries,1
80016401,Movie,The Look of Silence,Joshua Oppenheimer,1,,,"Denmark, Indonesia, Finland, Norway, United Kingdom, Israel, France, United States, Germany, Netherlands",10,"February 26, 2016",Friday,26,2,2016,2014,PG-13,103,0,0,"Documentaries, International Movies",2
80016571,TV Show,Rurouni Kenshin,,,"Mayo Suzukaze, Miki Fujitani, Miina Tominaga, Yuji Ueda, Mika Doi, Yoshito Yasuhara, Hirotaka Suzuoki, Tomo Sakurai, Shuichi Ikeda",9,Japan,1,"January 1, 2020",Wednesday,1,1,2020,1998,TV-14,,3,1,"Anime Series, International TV Shows",2
80017537,TV Show,Grace and Frankie,,,"Jane Fonda, Lily Tomlin, Martin Sheen, Sam Waterston, June Diane Raphael, Brooklyn Decker, Ethan Embry, Baron Vaughn",8,United States,1,"January 15, 2020",Wednesday,15,1,2020,2019,TV-MA,,5,1,"TV Comedies, TV Dramas",2
80018294,TV Show,Marvel's Daredevil,,,"Charlie Cox, Deborah Ann Woll, Elden Henson, Rosario Dawson, Vincent D'Onofrio, Jon Bernthal, Elodie Yung, Scott Glenn, Stephen Rider, Vondie Curtis-Hall, Ayelet Zurer, Toby Leonard Moore, Bob Gunton",13,United States,1,"October 19, 2018",Friday,19,10,2018,2018,TV-MA,,3,1,"Crime TV Shows, TV Action & Adventure",2
80018869,TV Show,Liv and Maddie,,,"Dove Cameron, Joey Bragg, Tenzing Norgay Trainor, Kali Rocha, Benjamin King",5,United States,1,"April 23, 2017",Sunday,23,4,2017,2017,TV-G,,4,1,"Kids' TV, TV Comedies",2
80018987,TV Show,All Hail King Julien,,,"Danny Jacobs, Andy Richter, Henry Winkler, Kevin Michael Richardson, India de Beaufort, Jeff Bennett, David Krumholtz, Diedrich Bader, Debra Wilson, Sarah Thyre, Betsy Sodaro",11,United States,1,"December 1, 2017",Friday,1,12,2017,2017,TV-Y7-FV,,5,1,"Kids' TV, TV Comedies",2
80018988,TV Show,The Adventures of Puss in Boots,,,"Eric Bauza, Jayma Mays, Grey DeLisle, Paul Rugg, Joshua Rush, Candi Milo, Laraine Newman",7,United States,1,"January 26, 2018",Friday,26,1,2018,2018,TV-Y7-FV,,6,1,"Kids' TV, TV Comedies",2
80019503,Movie,BoJack Horseman Christmas Special: Sabrina's Christmas Wish,,,"Will Arnett, Aaron Paul, Alison Brie, Adam Conover, Kristen Schaal, Fred Savage",6,United States,1,"December 19, 2014",Friday,19,12,2014,2014,TV-MA,26,0,0,Movies,1
80020132,Movie,Monster High: Haunted,"Dan Fraga, William Lau",2,,,United States,1,"March 24, 2018",Saturday,24,3,2018,2015,TV-Y7,76,0,0,Children & Family Movies,1
80020540,TV Show,Richie Rich,,,"Jake Brennan, Joshua Carlon, Lauren Taylor, Jenna Ortega, Kiff VandenHeuvel, Brooke Wexler",6,United States,1,"May 22, 2015",Friday,22,5,2015,2015,TV-G,,2,1,"Kids' TV, TV Comedies",2
80020935,TV Show,Octonauts,,,"Keith Wickham, Jo Wyatt, Ross Breen, Simon Greenall, Paul Panting, Rob Rackstraw, Teresa Gallagher, Shelley Longworth",8,"United States, Ireland, United Kingdom",3,"October 15, 2018",Monday,15,10,2018,2015,TV-Y,,4,1,"British TV Shows, Kids' TV",2
80020971,TV Show,Huntik: Secrets and Seekers,,,"Yuri Lowenthal, Drew Aaron, Karen Strassman, Marc Thompson, Rebecca Soler, Mike Pollock",6,"United States, Italy",2,"January 1, 2018",Monday,1,1,2018,2011,TV-Y7,,2,1,Kids' TV,1
80021955,TV Show,Better Call Saul,,,"Bob Odenkirk, Jonathan Banks, Michael McKean, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito",7,United States,1,"March 26, 2018",Monday,26,3,2018,2017,TV-MA,,3,1,"Crime TV Shows, TV Comedies, TV Dramas",3
80021966,TV Show,El Barco,,,"Juanjo Artero, Mario Casas, Blanca Suárez, Irene Montalà, Luis Callejo, Neus Sanz, Juan Pablo Shuk, Ivan Massagué, Marina Salas, Bernabé Fernández, Javier Hernández, Patricia Arbúes, David Seijo, Giselle Calderón",14,Spain,1,"July 1, 2017",Saturday,1,7,2017,2013,NR,,3,1,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",3
80022276,TV Show,Bottersnikes & Gumbles,,,"Jason Callender, Kathryn Drysdale, Akiya Henry, Jeff Rawle, Richard Grieve, Simone Craddock, Alex Babic, Miriam Margolyes",8,"United States, United Kingdom, Australia",3,"March 24, 2017",Friday,24,3,2017,2017,TV-Y7,,2,1,"British TV Shows, Kids' TV",2
80022456,TV Show,Cooked,,,Michael Pollan,1,United States,1,"February 19, 2016",Friday,19,2,2016,2016,TV-PG,,1,1,Docuseries,1
80022632,TV Show,Between,,,"Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro",19,Canada,1,"July 1, 2016",Friday,1,7,2016,2016,TV-14,,2,1,"International TV Shows, TV Dramas, TV Mysteries",3
80023289,TV Show,Dark Matter,,,"Marc Bendavid, Melissa O'Neil, Anthony Lemke, Alex Mallari Jr., Jodelle Ferland, Roger Cross, Zoie Palmer",7,Canada,1,"September 25, 2017",Monday,25,9,2017,2017,TV-14,,3,1,"TV Sci-Fi & Fantasy, TV Thrillers",2
80023612,TV Show,Kong: King of the Apes,,,"Lee Tockar, Sam Vincent, Alessandro Juliani, Tabitha St. Germain, Kathleen Barr, Viv Leacock, Shannon Chan-Kent, Vincent Tong",8,"United States, Japan, Canada",3,"May 4, 2018",Friday,4,5,2018,2018,TV-Y7-FV,,2,1,Kids' TV,1
