city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
0.0,88.0,1.0,1.0,2.0,,1.0,0.0,678.0,2200.0,24.0,28.0,2930.0
1.0,200.0,2.0,2.0,1.0,,1.0,0.0,,2300.0,92.0,35.0,2427.0
1.0,50.0,1.0,1.0,0.0,,0.0,0.0,0.0,1266.0,57.0,4.0,1327.0
1.0,90.0,2.0,1.0,0.0,,1.0,0.0,0.0,2800.0,170.0,43.0,3013.0
1.0,400.0,4.0,3.0,4.0,,1.0,0.0,0.0,3760.0,2084.0,57.0,5901.0
1.0,350.0,3.0,5.0,3.0,,1.0,0.0,0.0,4500.0,17.0,68.0,4585.0
1.0,30.0,1.0,1.0,0.0,,1.0,0.0,0.0,750.0,59.0,12.0,821.0
1.0,30.0,1.0,1.0,0.0,,0.0,0.0,0.0,920.0,0.0,14.0,934.0
1.0,230.0,4.0,3.0,3.0,,1.0,0.0,2270.0,8200.0,1060.0,124.0,11650.0
1.0,298.0,4.0,4.0,1.0,,1.0,0.0,0.0,3000.0,0.0,46.0,3046.0
1.0,127.0,2.0,1.0,2.0,,1.0,0.0,0.0,2250.0,247.0,34.0,2531.0
0.0,262.0,3.0,4.0,4.0,,1.0,0.0,1953.0,9500.0,745.0,143.0,12340.0
1.0,19.0,1.0,1.0,0.0,,0.0,0.0,0.0,1200.0,0.0,16.0,1216.0
1.0,120.0,2.0,1.0,1.0,,0.0,0.0,0.0,1300.0,50.0,20.0,1370.0
1.0,130.0,3.0,1.0,1.0,,1.0,0.0,0.0,2000.0,0.0,31.0,2031.0
1.0,320.0,4.0,5.0,5.0,,1.0,0.0,0.0,10870.0,1417.0,164.0,12450.0
1.0,20.0,1.0,1.0,0.0,,1.0,1.0,602.0,1800.0,130.0,23.0,2555.0
1.0,90.0,3.0,1.0,0.0,,0.0,0.0,270.0,2200.0,225.0,34.0,2729.0
1.0,95.0,2.0,2.0,1.0,,1.0,0.0,0.0,2400.0,180.0,37.0,2617.0
1.0,70.0,1.0,1.0,1.0,,0.0,0.0,0.0,1100.0,0.0,17.0,1117.0
1.0,42.0,1.0,1.0,1.0,,1.0,1.0,675.0,3600.0,82.0,46.0,4403.0
1.0,99.0,2.0,1.0,1.0,,1.0,0.0,0.0,3650.0,230.0,55.0,3935.0
1.0,100.0,3.0,3.0,1.0,,1.0,0.0,0.0,2400.0,0.0,37.0,2437.0
1.0,800.0,4.0,7.0,8.0,,1.0,0.0,0.0,12000.0,1667.0,181.0,13850.0
1.0,80.0,3.0,1.0,0.0,,0.0,0.0,185.0,2100.0,0.0,27.0,2312.0
1.0,250.0,5.0,3.0,6.0,,1.0,0.0,0.0,15000.0,2704.0,226.0,17930.0
1.0,500.0,4.0,6.0,6.0,,1.0,0.0,0.0,5930.0,2084.0,90.0,8104.0
1.0,150.0,2.0,2.0,2.0,,1.0,0.0,0.0,2640.0,0.0,40.0,2680.0
0.0,135.0,3.0,2.0,2.0,,1.0,0.0,0.0,1700.0,25.0,26.0,1751.0
1.0,280.0,3.0,3.0,8.0,,1.0,0.0,0.0,13000.0,4234.0,196.0,17430.0
1.0,150.0,4.0,2.0,1.0,,1.0,0.0,0.0,3900.0,0.0,59.0,3959.0
1.0,270.0,6.0,3.0,6.0,,1.0,0.0,0.0,4500.0,417.0,68.0,4985.0
1.0,55.0,2.0,1.0,0.0,,1.0,0.0,,1600.0,50.0,25.0,1675.0
0.0,80.0,2.0,1.0,1.0,,0.0,0.0,0.0,1100.0,28.0,17.0,1145.0
1.0,25.0,1.0,1.0,0.0,,1.0,0.0,20.0,1200.0,25.0,19.0,1264.0
0.0,143.0,3.0,2.0,3.0,,1.0,0.0,0.0,1700.0,70.0,26.0,1796.0
0.0,380.0,4.0,6.0,3.0,,1.0,0.0,0.0,4000.0,455.0,61.0,4516.0
0.0,165.0,3.0,2.0,0.0,,1.0,0.0,0.0,3000.0,129.0,46.0,3175.0
1.0,40.0,1.0,1.0,0.0,,0.0,0.0,0.0,970.0,63.0,15.0,1048.0
1.0,140.0,3.0,1.0,0.0,,1.0,0.0,0.0,2700.0,167.0,41.0,2908.0
1.0,250.0,3.0,3.0,3.0,,1.0,0.0,0.0,3210.0,0.0,49.0,3259.0
1.0,30.0,2.0,1.0,0.0,,1.0,0.0,,1500.0,5.0,23.0,1528.0
1.0,60.0,1.0,1.0,0.0,,1.0,1.0,0.0,4100.0,400.0,62.0,4562.0
1.0,20.0,1.0,1.0,0.0,,1.0,1.0,602.0,1800.0,130.0,23.0,2555.0
0.0,30.0,1.0,1.0,0.0,,0.0,0.0,0.0,1400.0,0.0,22.0,1422.0
1.0,55.0,2.0,1.0,0.0,,1.0,0.0,0.0,2000.0,75.0,31.0,2106.0
1.0,110.0,2.0,1.0,1.0,,1.0,0.0,0.0,1500.0,163.0,23.0,1686.0
1.0,40.0,1.0,1.0,0.0,,0.0,0.0,0.0,780.0,17.0,12.0,809.0
1.0,700.0,4.0,6.0,6.0,,1.0,0.0,0.0,12500.0,2176.0,188.0,14860.0
1.0,312.0,3.0,6.0,3.0,,1.0,1.0,0.0,6300.0,1063.0,95.0,7458.0
1.0,350.0,3.0,4.0,5.0,,1.0,0.0,0.0,5500.0,1092.0,83.0,6675.0
1.0,70.0,2.0,2.0,0.0,,0.0,0.0,0.0,3800.0,90.0,58.0,3948.0
1.0,240.0,3.0,2.0,3.0,,1.0,0.0,0.0,5900.0,500.0,89.0,6489.0
1.0,50.0,2.0,1.0,1.0,,1.0,0.0,500.0,1060.0,5.0,14.0,1579.0
1.0,500.0,5.0,6.0,5.0,,1.0,0.0,0.0,12500.0,1898.0,188.0,14590.0
1.0,320.0,3.0,4.0,3.0,,1.0,0.0,0.0,6000.0,484.0,91.0,6575.0
1.0,90.0,2.0,2.0,2.0,,1.0,1.0,0.0,4100.0,0.0,62.0,4162.0
1.0,400.0,3.0,5.0,6.0,,1.0,1.0,0.0,4700.0,125.0,71.0,4896.0
1.0,85.0,3.0,2.0,2.0,,1.0,0.0,100.0,2500.0,75.0,38.0,2713.0
1.0,300.0,3.0,3.0,4.0,,1.0,0.0,1.0,3700.0,950.0,56.0,4707.0
1.0,250.0,4.0,2.0,5.0,,1.0,0.0,0.0,4400.0,71.0,67.0,4538.0
1.0,150.0,2.0,1.0,2.0,,1.0,0.0,300.0,1800.0,136.0,28.0,2264.0
1.0,240.0,3.0,3.0,2.0,,1.0,0.0,0.0,4000.0,292.0,61.0,4353.0
1.0,240.0,4.0,3.0,1.0,,1.0,0.0,0.0,10200.0,470.0,154.0,10820.0
1.0,60.0,2.0,1.0,1.0,,0.0,0.0,0.0,1700.0,23.0,26.0,1749.0
0.0,240.0,3.0,4.0,2.0,,1.0,0.0,0.0,3000.0,250.0,46.0,3296.0
1.0,120.0,2.0,1.0,0.0,,1.0,0.0,0.0,1500.0,90.0,23.0,1613.0
1.0,250.0,3.0,2.0,2.0,,1.0,0.0,0.0,3500.0,250.0,53.0,3803.0
1.0,160.0,3.0,4.0,2.0,,1.0,0.0,0.0,4300.0,209.0,65.0,4574.0
1.0,110.0,6.0,5.0,7.0,,1.0,0.0,,9810.0,1000.0,148.0,10960.0
1.0,700.0,5.0,7.0,8.0,,1.0,1.0,0.0,6000.0,1800.0,91.0,7891.0
0.0,147.0,4.0,3.0,1.0,,1.0,0.0,0.0,3500.0,62.0,53.0,3615.0
1.0,130.0,2.0,3.0,2.0,,1.0,0.0,0.0,2500.0,42.0,38.0,2580.0
1.0,70.0,2.0,2.0,1.0,,1.0,0.0,0.0,2400.0,67.0,37.0,2504.0
1.0,39.0,2.0,1.0,1.0,,0.0,0.0,150.0,1500.0,38.0,23.0,1711.0
1.0,173.0,7.0,2.0,0.0,,0.0,0.0,0.0,4800.0,0.0,73.0,4873.0
1.0,300.0,5.0,6.0,6.0,,1.0,0.0,0.0,9500.0,2084.0,143.0,11730.0
1.0,651.0,7.0,7.0,8.0,,1.0,0.0,0.0,8500.0,1595.0,128.0,10220.0
1.0,19.0,1.0,1.0,0.0,,0.0,0.0,0.0,1200.0,41.0,16.0,1257.0
0.0,277.0,3.0,4.0,4.0,,1.0,0.0,0.0,3270.0,28.0,50.0,3348.0
1.0,114.0,3.0,1.0,0.0,,1.0,0.0,0.0,2650.0,150.0,40.0,2840.0
1.0,235.0,3.0,2.0,2.0,,0.0,0.0,0.0,8000.0,417.0,121.0,8538.0
1.0,20.0,1.0,1.0,0.0,,1.0,1.0,602.0,1800.0,130.0,23.0,2555.0
1.0,325.0,5.0,5.0,4.0,,1.0,0.0,0.0,6000.0,420.0,91.0,6511.0
0.0,43.0,2.0,1.0,1.0,,1.0,0.0,274.0,1061.0,7.0,14.0,1356.0
0.0,170.0,3.0,2.0,2.0,,1.0,0.0,0.0,2300.0,98.0,35.0,2433.0
1.0,150.0,3.0,2.0,1.0,,0.0,0.0,0.0,2500.0,59.0,38.0,2597.0
1.0,140.0,2.0,1.0,0.0,,1.0,0.0,0.0,1650.0,167.0,25.0,1842.0
1.0,300.0,3.0,4.0,4.0,,1.0,0.0,1.0,2800.0,292.0,43.0,3136.0
1.0,230.0,4.0,5.0,4.0,,1.0,0.0,0.0,8000.0,526.0,121.0,8647.0
1.0,440.0,1.0,2.0,4.0,,1.0,0.0,1.0,9800.0,584.0,148.0,10530.0
1.0,370.0,5.0,4.0,3.0,,1.0,0.0,0.0,14000.0,1290.0,211.0,15500.0
1.0,125.0,3.0,3.0,2.0,,1.0,0.0,0.0,2800.0,38.0,43.0,2881.0
0.0,750.0,4.0,5.0,5.0,,0.0,0.0,0.0,10400.0,667.0,157.0,11220.0
1.0,177.0,3.0,2.0,2.0,,1.0,0.0,0.0,4000.0,459.0,61.0,4520.0
1.0,450.0,4.0,5.0,6.0,,0.0,1.0,0.0,9000.0,1150.0,136.0,10290.0
1.0,120.0,3.0,2.0,0.0,,1.0,0.0,0.0,2250.0,0.0,34.0,2284.0
0.0,60.0,2.0,1.0,1.0,,1.0,0.0,485.0,800.0,60.0,11.0,1356.0
1.0,210.0,3.0,3.0,4.0,,1.0,0.0,0.0,3294.0,276.0,50.0,3620.0
1.0,100.0,4.0,2.0,2.0,,1.0,0.0,0.0,3500.0,42.0,53.0,3595.0
1.0,250.0,3.0,2.0,8.0,,1.0,0.0,0.0,6500.0,1360.0,98.0,7958.0
1.0,64.0,2.0,2.0,1.0,,0.0,0.0,773.0,1900.0,152.0,29.0,2854.0
1.0,380.0,5.0,5.0,4.0,,1.0,0.0,500.0,15000.0,1172.0,226.0,16900.0
1.0,400.0,4.0,5.0,5.0,,1.0,0.0,0.0,7200.0,350.0,109.0,7659.0
0.0,999.0,5.0,7.0,8.0,,1.0,0.0,0.0,14000.0,667.0,211.0,14880.0
1.0,300.0,4.0,2.0,6.0,,1.0,0.0,0.0,5000.0,250.0,76.0,5326.0
1.0,400.0,4.0,5.0,3.0,,1.0,0.0,0.0,15000.0,1750.0,226.0,16980.0
1.0,180.0,3.0,1.0,5.0,,1.0,0.0,0.0,6500.0,567.0,98.0,7165.0
1.0,350.0,4.0,3.0,4.0,,1.0,0.0,1.0,7300.0,600.0,110.0,8011.0
1.0,190.0,3.0,3.0,4.0,,1.0,1.0,1.0,4500.0,0.0,68.0,4569.0
1.0,40.0,2.0,1.0,0.0,,1.0,0.0,0.0,1100.0,0.0,17.0,1117.0
1.0,100.0,4.0,1.0,0.0,,1.0,0.0,0.0,1600.0,100.0,25.0,1725.0
1.0,90.0,2.0,1.0,0.0,,0.0,0.0,0.0,2600.0,480.0,40.0,3120.0
1.0,100.0,3.0,3.0,2.0,,0.0,0.0,120.0,2000.0,0.0,31.0,2151.0
0.0,295.0,7.0,6.0,4.0,,0.0,1.0,0.0,6200.0,334.0,94.0,6628.0
1.0,320.0,3.0,3.0,4.0,,1.0,0.0,0.0,10000.0,1000.0,151.0,11150.0
1.0,450.0,4.0,4.0,3.0,,1.0,0.0,,11500.0,875.0,173.0,12550.0
1.0,150.0,2.0,1.0,4.0,,1.0,0.0,0.0,2800.0,203.0,43.0,3046.0
1.0,400.0,4.0,4.0,4.0,,1.0,1.0,0.0,10000.0,912.0,151.0,11060.0
1.0,800.0,5.0,7.0,6.0,,1.0,0.0,1.0,15000.0,2051.0,226.0,17280.0
1.0,100.0,3.0,3.0,2.0,,1.0,0.0,900.0,4100.0,100.0,62.0,5162.0
1.0,300.0,2.0,3.0,2.0,,1.0,1.0,0.0,3200.0,0.0,49.0,3249.0
1.0,150.0,3.0,3.0,2.0,,1.0,0.0,0.0,2050.0,250.0,31.0,2331.0
1.0,80.0,1.0,1.0,0.0,,1.0,0.0,0.0,1200.0,1.0,19.0,1220.0
1.0,95.0,3.0,2.0,0.0,,1.0,0.0,0.0,1690.0,0.0,26.0,1716.0
1.0,300.0,4.0,4.0,3.0,,1.0,0.0,0.0,10000.0,767.0,151.0,10920.0
0.0,110.0,3.0,3.0,2.0,,1.0,0.0,560.0,3200.0,1056.0,49.0,4865.0
1.0,400.0,3.0,2.0,8.0,,1.0,1.0,0.0,15000.0,1334.0,226.0,16560.0
1.0,29.0,1.0,1.0,0.0,,0.0,0.0,0.0,1430.0,0.0,19.0,1449.0
1.0,140.0,2.0,2.0,2.0,,0.0,0.0,0.0,2700.0,56.0,41.0,2797.0
1.0,200.0,3.0,3.0,3.0,,1.0,0.0,0.0,7000.0,737.0,106.0,7843.0
1.0,187.0,3.0,2.0,3.0,,1.0,0.0,500.0,3500.0,193.0,53.0,4246.0
1.0,150.0,3.0,2.0,4.0,,1.0,0.0,0.0,9670.0,55.0,146.0,9871.0
0.0,60.0,2.0,1.0,1.0,,0.0,0.0,0.0,830.0,0.0,13.0,843.0
0.0,300.0,4.0,5.0,4.0,,1.0,0.0,0.0,4000.0,362.0,61.0,4423.0
0.0,296.0,6.0,4.0,8.0,,1.0,0.0,0.0,5200.0,375.0,79.0,5654.0
1.0,645.0,5.0,8.0,8.0,,1.0,0.0,0.0,15000.0,2334.0,226.0,17560.0
1.0,220.0,5.0,4.0,3.0,,0.0,0.0,0.0,8000.0,425.0,121.0,8546.0
1.0,600.0,5.0,5.0,6.0,,1.0,0.0,0.0,15000.0,2100.0,191.0,17290.0
1.0,556.0,4.0,5.0,7.0,,1.0,0.0,0.0,7000.0,2059.0,106.0,9165.0
1.0,40.0,1.0,1.0,0.0,,1.0,0.0,0.0,1100.0,195.0,17.0,1312.0
1.0,110.0,4.0,5.0,3.0,,1.0,0.0,0.0,3900.0,625.0,59.0,4584.0
1.0,20.0,1.0,1.0,0.0,,1.0,0.0,0.0,2060.0,0.0,27.0,2087.0
0.0,578.0,4.0,5.0,8.0,,1.0,0.0,0.0,9500.0,787.0,143.0,10430.0
1.0,180.0,3.0,2.0,1.0,,0.0,0.0,0.0,3000.0,163.0,46.0,3209.0
1.0,100.0,3.0,3.0,0.0,,1.0,0.0,0.0,1955.0,30.0,30.0,2015.0
1.0,200.0,3.0,2.0,2.0,,1.0,0.0,0.0,2900.0,791.0,44.0,3735.0
1.0,45.0,1.0,1.0,0.0,,0.0,0.0,,1030.0,60.0,16.0,1106.0
0.0,130.0,2.0,2.0,5.0,,1.0,0.0,0.0,1800.0,321.0,28.0,2149.0
1.0,150.0,2.0,2.0,1.0,,1.0,1.0,0.0,2175.0,0.0,12.0,2187.0
1.0,330.0,2.0,4.0,3.0,,1.0,0.0,0.0,6000.0,2000.0,91.0,8091.0
0.0,200.0,3.0,3.0,5.0,,1.0,0.0,0.0,2650.0,220.0,40.0,2910.0
0.0,170.0,4.0,3.0,2.0,,1.0,0.0,0.0,1750.0,109.0,27.0,1886.0
1.0,90.0,2.0,1.0,1.0,,1.0,0.0,0.0,2500.0,219.0,38.0,2757.0
1.0,130.0,3.0,1.0,1.0,,1.0,0.0,0.0,5600.0,0.0,85.0,5685.0
1.0,360.0,4.0,9.0,8.0,,1.0,0.0,0.0,8540.0,1329.0,129.0,9998.0
0.0,252.0,3.0,3.0,4.0,,1.0,0.0,0.0,3300.0,259.0,50.0,3609.0
0.0,130.0,3.0,2.0,0.0,,1.0,0.0,0.0,1400.0,10.0,22.0,1432.0
0.0,400.0,4.0,4.0,3.0,,1.0,0.0,1200.0,8700.0,458.0,131.0,10490.0
1.0,30.0,1.0,1.0,0.0,,0.0,0.0,,1200.0,0.0,19.0,1219.0
1.0,600.0,5.0,7.0,8.0,,1.0,1.0,0.0,9000.0,1875.0,136.0,11010.0
1.0,90.0,2.0,2.0,2.0,,1.0,0.0,0.0,1800.0,0.0,28.0,1828.0
1.0,350.0,3.0,5.0,3.0,,1.0,0.0,0.0,12000.0,1250.0,181.0,13430.0
1.0,26.0,1.0,1.0,0.0,,0.0,0.0,0.0,900.0,10.0,12.0,922.0
1.0,200.0,2.0,2.0,1.0,,1.0,0.0,0.0,2000.0,1.0,31.0,2032.0
1.0,260.0,3.0,2.0,1.0,,0.0,0.0,0.0,3000.0,334.0,46.0,3380.0
1.0,280.0,3.0,4.0,2.0,,1.0,0.0,0.0,2590.0,310.0,39.0,2939.0
1.0,137.0,2.0,2.0,1.0,,0.0,0.0,0.0,4600.0,410.0,70.0,5080.0
1.0,70.0,2.0,2.0,0.0,,1.0,0.0,0.0,1980.0,0.0,30.0,2010.0
1.0,130.0,2.0,2.0,2.0,,1.0,0.0,0.0,3500.0,448.0,53.0,4001.0
1.0,100.0,2.0,1.0,1.0,,1.0,0.0,0.0,1900.0,84.0,29.0,2013.0
0.0,348.0,3.0,3.0,3.0,,1.0,0.0,0.0,6000.0,350.0,91.0,6441.0
0.0,170.0,3.0,2.0,2.0,,1.0,0.0,0.0,2300.0,98.0,35.0,2433.0
1.0,400.0,3.0,7.0,4.0,,1.0,0.0,3000.0,20000.0,84.0,254.0,23340.0
0.0,188.0,5.0,4.0,0.0,,1.0,0.0,0.0,4000.0,178.0,61.0,4239.0
1.0,240.0,3.0,4.0,2.0,,1.0,0.0,1.0,8200.0,625.0,124.0,8950.0
0.0,380.0,3.0,5.0,4.0,,1.0,0.0,0.0,3800.0,459.0,58.0,4317.0
1.0,200.0,2.0,1.0,1.0,,1.0,0.0,0.0,2450.0,200.0,37.0,2687.0
1.0,126.0,2.0,2.0,1.0,,1.0,0.0,0.0,2500.0,0.0,38.0,2538.0
0.0,284.0,4.0,3.0,4.0,,1.0,1.0,1500.0,6000.0,405.0,91.0,7996.0
1.0,95.0,2.0,1.0,1.0,,1.0,0.0,0.0,2900.0,0.0,44.0,2944.0
0.0,150.0,2.0,2.0,1.0,,1.0,0.0,0.0,1060.0,167.0,16.0,1243.0
1.0,40.0,1.0,1.0,0.0,,0.0,0.0,0.0,780.0,17.0,12.0,809.0
1.0,150.0,3.0,4.0,2.0,,1.0,0.0,125.0,2750.0,159.0,42.0,3076.0
1.0,18.0,1.0,1.0,0.0,,1.0,0.0,0.0,1720.0,0.0,22.0,1742.0
1.0,370.0,5.0,3.0,4.0,,1.0,0.0,0.0,8500.0,492.0,128.0,9120.0
1.0,260.0,3.0,5.0,0.0,,1.0,0.0,0.0,9000.0,634.0,136.0,9770.0
1.0,220.0,3.0,4.0,2.0,,1.0,0.0,400.0,15000.0,834.0,226.0,16460.0
1.0,80.0,2.0,1.0,0.0,,1.0,1.0,0.0,4892.0,0.0,74.0,4966.0
1.0,60.0,3.0,3.0,2.0,,1.0,0.0,0.0,2700.0,273.0,41.0,3014.0
1.0,170.0,4.0,2.0,3.0,,1.0,0.0,0.0,2550.0,0.0,39.0,2589.0
1.0,50.0,1.0,1.0,0.0,,1.0,0.0,0.0,1100.0,0.0,17.0,1117.0
1.0,200.0,3.0,3.0,2.0,,1.0,0.0,0.0,8000.0,292.0,121.0,8413.0
1.0,250.0,3.0,5.0,8.0,,1.0,1.0,0.0,6000.0,7.0,91.0,6098.0
1.0,400.0,4.0,6.0,3.0,,1.0,0.0,0.0,7225.0,163.0,109.0,7497.0
1.0,830.0,2.0,2.0,2.0,,1.0,0.0,0.0,2001.0,159.0,31.0,2191.0
0.0,260.0,3.0,5.0,5.0,,1.0,0.0,1700.0,7600.0,584.0,115.0,9999.0
1.0,156.0,3.0,2.0,1.0,,1.0,0.0,,6400.0,59.0,97.0,6556.0
1.0,150.0,3.0,3.0,3.0,,1.0,0.0,100.0,4600.0,234.0,70.0,5004.0
1.0,200.0,3.0,3.0,5.0,,1.0,0.0,0.0,14000.0,834.0,211.0,15050.0
1.0,347.0,5.0,5.0,4.0,,1.0,0.0,0.0,7000.0,500.0,106.0,7606.0
1.0,230.0,5.0,3.0,2.0,,1.0,1.0,0.0,3491.0,291.0,53.0,3835.0
1.0,150.0,3.0,2.0,0.0,,1.0,0.0,0.0,2500.0,150.0,38.0,2688.0
1.0,240.0,5.0,2.0,3.0,,0.0,0.0,0.0,6500.0,290.0,98.0,6888.0
1.0,90.0,3.0,3.0,1.0,,1.0,0.0,0.0,2600.0,11.0,40.0,2651.0
1.0,168.0,3.0,2.0,4.0,,0.0,0.0,600.0,3500.0,317.0,53.0,4470.0
1.0,350.0,3.0,3.0,3.0,,0.0,0.0,0.0,10000.0,1292.0,151.0,11440.0
1.0,12.0,1.0,1.0,0.0,,0.0,0.0,0.0,1050.0,50.0,14.0,1114.0
1.0,280.0,3.0,4.0,2.0,,1.0,1.0,8000.0,8000.0,667.0,121.0,16790.0
1.0,25.0,1.0,1.0,0.0,,0.0,1.0,0.0,1750.0,0.0,23.0,1773.0
1.0,157.0,4.0,3.0,2.0,,1.0,0.0,0.0,6608.0,492.0,100.0,7200.0
1.0,300.0,3.0,4.0,7.0,,0.0,0.0,0.0,4340.0,550.0,66.0,4956.0
1.0,525.0,5.0,4.0,4.0,,1.0,0.0,0.0,8330.0,2167.0,126.0,10620.0
1.0,240.0,4.0,2.0,6.0,,0.0,1.0,0.0,4675.0,381.0,71.0,5127.0
1.0,400.0,3.0,3.0,4.0,,1.0,0.0,0.0,3790.0,160.0,57.0,4007.0
0.0,180.0,3.0,4.0,4.0,,1.0,0.0,0.0,3230.0,250.0,49.0,3529.0
1.0,330.0,5.0,4.0,2.0,,1.0,1.0,0.0,7650.0,720.0,115.0,8485.0
1.0,45.0,1.0,1.0,0.0,,0.0,0.0,700.0,1500.0,0.0,20.0,2220.0
0.0,650.0,4.0,6.0,4.0,,1.0,0.0,760.0,13000.0,1042.0,196.0,15000.0
1.0,138.0,3.0,1.0,0.0,,1.0,0.0,0.0,3500.0,445.0,53.0,3998.0
1.0,102.0,2.0,2.0,2.0,,1.0,0.0,0.0,3500.0,248.0,53.0,3801.0
1.0,190.0,4.0,2.0,3.0,,1.0,0.0,0.0,8000.0,525.0,121.0,8646.0
1.0,309.0,4.0,7.0,8.0,,1.0,0.0,0.0,10000.0,1167.0,151.0,11320.0
1.0,80.0,2.0,2.0,1.0,,1.0,1.0,,1600.0,25.0,25.0,1650.0
1.0,60.0,1.0,1.0,1.0,,1.0,0.0,0.0,1500.0,100.0,23.0,1623.0
1.0,180.0,2.0,3.0,2.0,,1.0,0.0,0.0,3150.0,301.0,48.0,3499.0
0.0,205.0,3.0,2.0,4.0,,1.0,0.0,0.0,2570.0,57.0,39.0,2666.0
1.0,60.0,2.0,1.0,0.0,,0.0,0.0,0.0,1100.0,50.0,17.0,1167.0
1.0,55.0,2.0,1.0,0.0,,1.0,0.0,380.0,1350.0,0.0,18.0,1748.0
1.0,100.0,3.0,3.0,4.0,,1.0,0.0,0.0,2500.0,146.0,38.0,2684.0
1.0,100.0,2.0,2.0,1.0,,0.0,0.0,0.0,1750.0,140.0,27.0,1917.0
1.0,380.0,4.0,1.0,0.0,,1.0,0.0,0.0,2890.0,150.0,25.0,3065.0
1.0,225.0,4.0,3.0,2.0,,1.0,1.0,0.0,4400.0,290.0,67.0,4757.0
1.0,40.0,1.0,1.0,0.0,,0.0,0.0,0.0,850.0,0.0,11.0,861.0
1.0,185.0,3.0,3.0,2.0,9.0,1.0,0.0,,12000.0,0.0,153.0,12150.0
1.0,150.0,3.0,3.0,8.0,,1.0,0.0,0.0,8000.0,1084.0,121.0,9205.0
1.0,320.0,5.0,4.0,4.0,,1.0,1.0,0.0,14650.0,960.0,221.0,15830.0
1.0,300.0,3.0,3.0,8.0,,1.0,1.0,,4000.0,350.0,61.0,4411.0
1.0,287.0,3.0,2.0,5.0,,1.0,0.0,0.0,15000.0,0.0,226.0,15230.0
0.0,170.0,3.0,2.0,2.0,,1.0,0.0,0.0,1800.0,41.0,28.0,1869.0
1.0,200.0,4.0,3.0,3.0,,1.0,0.0,0.0,3800.0,834.0,58.0,4692.0
1.0,300.0,3.0,3.0,4.0,,1.0,0.0,0.0,9000.0,650.0,136.0,9786.0
1.0,60.0,2.0,1.0,0.0,,1.0,0.0,0.0,1380.0,21.0,21.0,1422.0
1.0,100.0,2.0,2.0,2.0,,1.0,1.0,0.0,3900.0,34.0,59.0,3993.0
1.0,288.0,3.0,3.0,3.0,,1.0,0.0,0.0,12000.0,878.0,181.0,13060.0
1.0,300.0,4.0,4.0,3.0,,1.0,0.0,0.0,12900.0,584.0,194.0,13680.0
1.0,123.0,3.0,3.0,0.0,,1.0,0.0,0.0,4000.0,42.0,61.0,4103.0
1.0,35.0,1.0,1.0,0.0,,1.0,0.0,0.0,1100.0,3.0,14.0,1117.0
1.0,42.0,1.0,1.0,0.0,,0.0,0.0,0.0,1600.0,50.0,25.0,1675.0
1.0,318.0,5.0,3.0,2.0,,1.0,1.0,0.0,3840.0,600.0,58.0,4498.0
1.0,60.0,1.0,1.0,0.0,,0.0,0.0,0.0,1300.0,144.0,20.0,1464.0
1.0,280.0,3.0,4.0,3.0,,1.0,1.0,,8000.0,500.0,121.0,8621.0
1.0,376.0,3.0,3.0,7.0,,1.0,0.0,0.0,8000.0,834.0,121.0,8955.0
1.0,100.0,2.0,1.0,2.0,,1.0,0.0,0.0,3200.0,67.0,49.0,3316.0
1.0,300.0,2.0,4.0,2.0,,1.0,1.0,0.0,3250.0,0.0,49.0,3299.0
1.0,294.0,3.0,6.0,3.0,,1.0,0.0,0.0,2550.0,512.0,39.0,3101.0
1.0,232.0,4.0,3.0,4.0,,1.0,1.0,0.0,4500.0,342.0,68.0,4910.0
1.0,260.0,4.0,2.0,3.0,,1.0,0.0,0.0,3850.0,430.0,58.0,4338.0
1.0,100.0,5.0,5.0,2.0,,0.0,0.0,0.0,4500.0,382.0,68.0,4950.0
0.0,280.0,4.0,3.0,4.0,,1.0,0.0,2307.0,3100.0,341.0,47.0,5795.0
1.0,500.0,3.0,3.0,5.0,,1.0,0.0,0.0,8500.0,534.0,128.0,9162.0
1.0,208.0,4.0,2.0,4.0,,1.0,0.0,0.0,4500.0,282.0,68.0,4850.0
1.0,230.0,4.0,5.0,0.0,,1.0,1.0,0.0,7600.0,300.0,115.0,8015.0
1.0,249.0,3.0,3.0,3.0,,1.0,0.0,0.0,9000.0,834.0,136.0,9970.0
0.0,227.0,3.0,3.0,4.0,,1.0,0.0,0.0,3200.0,290.0,49.0,3539.0
1.0,22.0,1.0,1.0,0.0,,0.0,0.0,0.0,976.0,0.0,15.0,991.0
1.0,400.0,3.0,6.0,6.0,,1.0,1.0,0.0,6500.0,375.0,98.0,6973.0
1.0,280.0,4.0,3.0,3.0,,1.0,0.0,1300.0,8500.0,1084.0,128.0,11010.0
0.0,60.0,1.0,1.0,2.0,,1.0,0.0,0.0,1660.0,50.0,25.0,1735.0
1.0,55.0,2.0,1.0,1.0,,1.0,0.0,550.0,1250.0,0.0,16.0,1816.0
0.0,100.0,3.0,2.0,8.0,,1.0,0.0,0.0,2000.0,82.0,31.0,2113.0
1.0,250.0,2.0,2.0,1.0,,1.0,0.0,,4800.0,534.0,73.0,5407.0
1.0,37.0,1.0,1.0,0.0,,0.0,0.0,0.0,900.0,75.0,14.0,989.0
